# qr-reference.tsv — version 1
# Published QR Code (ISO/IEC 18004) table values, transcribed by hand.
#
# F-P5-2 and contract §5.9: packages/invite/src/qr-tables.ts COMPUTES every one
# of these. This file is the independent published value it is compared against.
# NEVER regenerate this file from the encoder's own output — a computation
# compared to itself is not evidence.
#
# KIND <TAB> KEY <TAB> VALUE <TAB> SOURCE
#
# FORMAT_INFO_M      key = mask 0..7,     value = 15 bits, most significant first
# RS_GENERATOR_EXP   key = EC codewords,  value = alpha exponents, high-order first
# RS_GENERATOR_HEX   key = EC codewords,  value = the same polynomial as field elements
# ALIGNMENT          key = version,       value = centre coordinates, or '-' for none
# BLOCK_LAYOUT_M     key = version,       value = total,ecPerBlock,g1Blocks,g1Data,g2Blocks,g2Data
# BYTE_CAPACITY_M    key = version,       value = capacity in bytes, byte mode
BLOCK_LAYOUT_M	10	346,26,4,43,1,44	ISO/IEC 18004 error correction characteristics table, version 10-M; reproduced at thonky.com/qr-code-tutorial/error-correction-table
BYTE_CAPACITY_M	1	14	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	2	26	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	3	42	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	4	62	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	5	84	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	6	106	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	7	122	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	8	152	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	9	180	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
BYTE_CAPACITY_M	10	213	ISO/IEC 18004 character capacity table, byte mode, ECC level M; reproduced at thonky.com/qr-code-tutorial/character-capacities
